ds,Actual,Forecast
2009-10-30,274.72,265.1641655098198
2009-11-02,279.04,264.67900420524035
2009-11-03,276.39,264.4772664957383
2009-11-04,275.545,264.3386936089977
2009-11-05,275.99,264.2528989861805
2009-11-06,275.35,264.1133047535537
2009-11-09,271.98,263.6983447931681
2009-11-10,271.47,263.5076008706787
2009-11-11,269.655,263.373623553188
2009-11-12,271.11,263.2861312138984
2009-11-13,268.825,263.40012174681146
2009-11-16,264.745,263.71397409884605
2009-11-17,265.2,263.7574970177112
2009-11-18,266.145,263.85464331495086
2009-11-19,268.245,263.9959278725537
2009-11-20,268.775,264.0758400678476
2009-11-23,268.35,264.2864601254457
2009-11-24,267.73,264.2977973177837
2009-11-25,267.245,264.365005751334
2009-11-26,272.525,264.4791630029824
2009-11-27,272.855,264.53522499686267
2009-11-30,274.12,264.69702191265327
2009-12-01,271.345,264.700124145099
2009-12-02,270.775,264.76307213614075
2009-12-03,269.81,264.87675958489865
2009-12-04,269.24,264.9358653555446
2009-12-07,269.455,265.1239551998187
2009-12-08,273.905,265.1399508766491
2009-12-09,275.415,265.2169731247516
2009-12-10,273.005,265.3453666075662
2009-12-11,273.18,265.41927118347166
2009-12-14,274.5,265.64738537210417
2009-12-15,278.8,265.6738664694608
2009-12-16,277.025,265.7594055239471
2009-12-17,277.845,265.894133950619
2009-12-18,276.335,265.9720585182018
2009-12-21,274.75,266.1982174881338
2009-12-22,273.78,266.2197131387374
2009-12-23,273.405,266.2984372333138
2009-12-24,273.175,266.42480606294356
2009-12-25,272.695,266.49315089433327
2009-12-28,272.74,266.6868219016552
2009-12-29,272.855,266.6974452910744
2009-12-30,272.455,266.7658408821007
2009-12-31,270.565,266.88271534350724
2010-01-01,270.935,266.94264261519356
2010-01-04,268.75,267.11906171850654
2010-01-05,269.555,267.1267808707478
2010-01-06,268.705,267.1936095428873
2010-01-07,269.915,267.3100988390403
2010-01-08,267.505,267.3706030322535
2010-01-11,267.135,267.55152230988654
2010-01-12,267.725,267.5604639572232
2010-01-13,266.65,267.62771779001463
2010-01-14,266.51,267.74343286274774
2010-01-15,268.565,267.80157657228045
2010-01-18,267.255,267.9625512183927
2010-01-19,267.265,267.9597083258541
2010-01-20,271.04,268.0123591049094
2010-01-21,272.25,268.1106266251698
2010-01-22,271.745,268.1485446070232
2010-01-25,272.17,268.2342808493139
2010-01-26,271.34,268.20268497032396
2010-01-27,272.88,268.22556080410385
2010-01-28,272.3,268.2936395334516
2010-01-29,271.25,268.3016276725485
2010-02-01,269.46,268.30653357407334
2010-02-02,269.995,268.2535631001568
2010-02-03,271.475,268.25913605237747
2010-02-04,273.545,268.31471554094037
2010-02-05,274.1,268.3156876573516
2010-02-08,273.79,268.33809805994514
2010-02-09,271.3,268.30521003748555
2010-02-10,271.34,268.3383987290591
2010-02-11,269.985,268.4291786941331
2010-02-12,271.125,268.47284876246147
2010-02-15,272.45,268.6653440392149
2010-02-16,270.765,268.701456632697
2010-02-17,271.01,268.8086266973273
2010-02-18,271.24,268.9774896138189
2010-02-19,270.625,269.1023657358682
2010-02-22,269.675,269.5462879138782
2010-02-23,270.535,269.6649172708573
2010-02-24,269.8,269.8519547610685
2010-02-25,270.76,270.0968442864983
2010-02-26,269.675,270.29275109774557
2010-03-01,267.68,270.9092056445329
2010-03-02,266.415,271.06874952760876
2010-03-03,266.025,271.28714819072775
2010-03-04,267.11,271.55329079749964
2010-03-05,266.14,271.75993483859986
2010-03-08,265.59,272.34376239067416
2010-03-09,266.9,272.47103190082714
2010-03-10,266.285,272.6469573617662
2010-03-11,266.615,272.86095418883264
2010-03-12,265.91,273.00644524068633
2010-03-15,265.07,273.3612593664622
2010-03-16,263.865,273.4003461906807
2010-03-17,261.375,273.48403397815156
2010-03-18,262.385,273.60293941690605
2010-03-19,263.59,273.6517141302717
2010-03-22,263.57,273.7189289407603
2010-03-23,264.4,273.6669728768705
2010-03-24,263.905,273.66389183945887
2010-03-25,264.38,273.7013114366064
2010-03-26,265.275,273.6748001082691
2010-03-29,264.77,273.5609063750817
2010-03-30,266.73,273.46541494394927
2010-03-31,265.495,273.42785442674756
2010-04-01,264.94,273.4400355139691
2010-04-02,265.28,273.39757943960126
2010-04-05,264.55,273.29022705813304
2010-04-06,264.8,273.2139813483525
2010-04-07,266.39,273.20339870785426
2010-04-08,268.07,273.2496683241708
2010-04-09,266.945,273.24771212696623
2010-04-12,265.135,273.29244331133077
2010-04-13,263.38,273.27425850181754
2010-04-14,262.305,273.32395515132816
2010-04-15,263.28,273.4318426258217
2010-04-16,263.595,273.4919813760873
2010-04-19,265.1,273.71778111108796
2010-04-20,264.625,273.7557773854024
2010-04-21,263.72,273.85851126808626
2010-04-22,265.0,274.01577190060493
2010-04-23,263.66,274.12118346884273
2010-04-26,263.115,274.4551662544556
2010-04-27,269.785,274.51945232192634
2010-04-28,268.895,274.6435335848175
2010-04-29,265.975,274.81729292039284
2010-04-30,269.15,274.9345269220825
2010-05-03,269.605,275.27868317717673
2010-05-04,276.64,275.3391409788522
2010-05-05,278.725,275.456503900182
2010-05-06,281.955,275.62113436306066
2010-05-07,279.65,275.72732615911696
2010-05-10,274.06,276.03190022878516
2010-05-11,274.58,276.07863656196207
2010-05-12,271.855,276.1827699913103
2010-05-13,273.57,276.3350657288116
2010-05-14,277.225,276.4301772480769
2010-05-17,277.265,276.71188620501266
2010-05-18,279.77,276.7551376750587
2010-05-19,280.31,276.8580530221903
2010-05-20,281.08,277.01143256523545
2010-05-21,279.715,277.10991162486926
2010-05-24,278.475,277.41452437561935
2010-05-25,278.91,277.4691722739293
2010-05-26,278.71,277.5850309386569
2010-05-27,275.185,277.75266548260424
2010-05-28,274.87,277.8664627278259
2010-05-31,275.13,278.22087263099195
2010-06-01,277.08,278.2925840944914
2010-06-02,275.395,278.4253656088208
2010-06-03,282.2,278.60958991297093
2010-06-04,288.915,278.73947754962546
2010-06-07,286.905,279.1379314158195
2010-06-08,283.095,279.2226516794897
2010-06-09,281.995,279.36754369837246
2010-06-10,278.48,279.5629795861944
2010-06-11,281.265,279.70319841134756
2010-06-14,279.17,280.1277314537659
2010-06-15,278.925,280.21965097362227
2010-06-16,279.475,280.37105771642325
2010-06-17,280.02,280.5723431236416
2010-06-18,279.35,280.71774601154584
2010-06-21,279.38,281.1534527650828
2010-06-22,279.995,281.2473601456473
2010-06-23,280.28,281.39966839827713
2010-06-24,283.15,281.44871020622804
2010-06-25,284.73,281.44039909809317
2010-06-28,285.735,281.4037473016674
2010-06-29,287.625,281.3355975710053
2010-06-30,285.23,281.32310721423414
2010-07-01,286.04,281.3562409997718
2010-07-02,286.69,281.3288062605496
2010-07-05,285.68,281.2138041702058
2010-07-06,284.745,281.11224058354605
2010-07-07,283.245,281.06269637515317
2010-07-08,280.29,281.05525384478085
2010-07-09,279.43,280.98392093335025
2010-07-12,278.3,280.72060565872545
2010-07-13,277.785,280.5656051940237
2010-07-14,278.32,280.46160288648656
2010-07-15,279.86,280.39938054788763
2010-07-16,282.1,280.2737081510103
2010-07-19,289.85,279.85831435238583
2010-07-20,286.925,279.65915638990214
2010-07-21,285.935,279.515711824789
2010-07-22,283.55,279.4195953774388
2010-07-23,288.395,279.2663602818082
2010-07-26,286.35,278.81297404937686
2010-07-27,283.095,278.617792776169
2010-07-28,283.275,278.48721748304615
2010-07-29,284.335,278.41300107837435
2010-07-30,283.935,278.2906857150232
2010-08-02,280.82,277.98174166586927
2010-08-03,281.625,277.8503507497911
2010-08-04,281.115,277.7902249906519
2010-08-05,279.795,277.7922172041434
2010-08-06,280.04,277.7508531096141
2010-08-09,277.92,277.70169028207187
2010-08-10,278.925,277.65838639998503
2010-08-11,281.705,277.68494881086247
2010-08-12,280.465,277.77095286236244
2010-08-13,280.945,277.8096890078341
2010-08-16,279.645,277.96615420675397
2010-08-17,278.32,277.97664322093823
2010-08-18,277.265,278.04836826251636
2010-08-19,278.655,278.17039003855376
2010-08-20,278.81,278.23566009051
2010-08-23,282.9,278.4141899759122
2010-08-24,282.475,278.413563970749
2010-08-25,284.39,278.46573588409433
2010-08-26,283.745,278.5604880447961
2010-08-27,283.855,278.5916344595315
2010-08-30,286.02,278.63697287468773
2010-08-31,286.95,278.5855027820169
2010-09-01,284.235,278.5856244881304
2010-09-02,284.355,278.6283352460233
2010-09-03,284.29,278.60862811634485
2010-09-06,284.86,278.5192330885846
2010-09-07,287.9,278.43183066656
2010-09-08,286.925,278.401691249284
2010-09-09,284.6,278.42028557284925
2010-09-10,283.985,278.3829075871706
2010-09-13,283.175,278.27950550351323
2010-09-14,281.315,278.1996652936511
2010-09-15,282.14,278.1824031406979
2010-09-16,282.84,278.218486818036
2010-09-17,282.2,278.20238339976214
2010-09-20,280.82,278.1758604349751
2010-09-21,279.8,278.1224944037822
2010-09-22,279.52,278.1303302952186
2010-09-23,280.155,278.18908513277887
2010-09-24,277.33,278.19223272419543
2010-09-27,277.565,278.1943903588361
2010-09-28,276.62,278.13865413175193
2010-09-29,277.29,278.1374012339242
2010-09-30,276.45,278.1801429189014
2010-10-01,273.765,278.16032151531675
2010-10-04,273.55,278.0541386776503
2010-10-05,269.835,277.9507444633691
2010-10-06,271.055,277.8972390247743
2010-10-07,274.43,277.88403320185864
2010-10-08,275.105,277.8055691275118
2010-10-11,273.485,277.5182778550547
2010-10-12,273.825,277.35659774584866
2010-10-13,271.95,277.247731911491
2010-10-14,274.365,277.183152209474
2010-10-15,274.135,277.05828011584447
2010-10-18,276.095,276.66966642617007
2010-10-19,277.595,276.4888587283499
2010-10-20,276.2,276.3688025009726
2010-10-21,275.45,276.3010845785743
2010-10-22,274.99,276.18106812386895
2010-10-25,273.125,275.8518806140663
2010-10-26,274.65,275.7040228131087
2010-10-27,275.195,275.62224076749527
2010-10-28,273.42,275.5972070666275
2010-10-29,271.355,275.5232895372284
2010-11-01,270.7,275.3422239912458
2010-11-02,270.81,275.2433999574988
2010-11-03,271.99,275.2087308867567
2010-11-04,273.13,275.22792316028614
2010-11-05,273.915,275.19446487531917
2010-11-08,275.04,275.1050476882853
2010-11-09,274.03,275.02513845493553
2010-11-10,274.625,275.0030619796754
2010-11-11,276.92,275.02844520153144
2010-11-12,276.9,274.99484484892196
2010-11-15,276.82,274.8697727215159
2010-11-16,277.79,274.7677771275847
2010-11-17,276.31,274.71954267885167
2010-11-18,274.76,274.71543196717886
2010-11-19,274.185,274.6497886563705
2010-11-22,274.745,274.4214921862963
2010-11-23,276.34,274.28542015187145
2010-11-24,276.075,274.2045361531809
2010-11-25,277.48,274.16986933296204
2010-11-26,279.96,274.076348413584
2010-11-29,283.49,273.78488462962594
2010-11-30,281.03,273.63550716125184
2010-12-01,279.865,273.54537765062156
2010-12-02,276.88,273.50547014157775
2010-12-03,276.63,273.410554269371
2010-12-06,278.79,273.13502057629574
2010-12-07,278.13,272.9962991311428
2010-12-08,277.555,272.91868241759073
2010-12-09,278.44,272.89260547868895
2010-12-10,279.08,272.8122888876645
2010-12-13,277.075,272.5798576036754
2010-12-14,275.175,272.45366625329115
2010-12-15,275.67,272.386984699563
2010-12-16,273.805,272.36993978587174
2010-12-17,272.77,272.29651924904346
2010-12-20,276.96,272.0708318402239
2010-12-21,276.76,271.94226373780145
2010-12-22,276.585,271.8710928739104
2010-12-23,277.985,271.8476654808107
2010-12-24,279.16,271.76624242505204
2010-12-27,279.035,271.51012301811943
2010-12-28,279.185,271.37046697645263
2010-12-29,279.615,271.2883379006043
2010-12-30,279.4,271.2544171961274
2010-12-31,278.39,271.16326646025556
2011-01-03,277.905,270.8848329743301
2011-01-04,276.005,270.7404870838278
2011-01-05,275.295,270.6551031101657
2011-01-06,276.425,270.6192931204197
2011-01-07,277.945,270.52747996924774
2011-01-10,279.435,270.25209055171524
2011-01-11,277.99,270.10939840793975
2011-01-12,275.195,270.0253730275429
2011-01-13,274.54,269.99022550179245
2011-01-14,276.425,269.89797508068006
2011-01-17,274.46,269.6108986649665
2011-01-18,272.94,269.45977796218017
2011-01-19,272.465,269.36465833908585
2011-01-20,275.3,269.3156183139884
2011-01-21,274.115,269.20662893515475
2011-01-24,274.875,268.8531633294443
2011-01-25,275.41,268.6753055326561
2011-01-26,275.35,268.55177473915097
2011-01-27,271.92,268.473161040403
2011-01-28,273.11,268.3340255703477
2011-01-31,272.95,267.8935246361263
2011-02-01,270.635,267.8210798975223
2011-02-02,268.8,267.80607290996085
2011-02-03,269.3,267.83986567801736
2011-02-04,269.01,267.81776154385415
2011-02-07,268.69,267.76270309561176
2011-02-08,269.62,267.70119840639035
2011-02-09,271.82,267.7044143374301
2011-02-10,272.785,267.76392938551027
2011-02-11,270.825,267.7751322343487
2011-02-14,271.77,267.8642744435987
2011-02-15,271.605,267.8644812806389
2011-02-16,270.445,267.93532823776724
2011-02-17,269.38,268.0676576958728
2011-02-18,269.99,268.15600620959015
2011-02-21,271.225,268.49260146563137
2011-02-22,272.94,268.5769397623035
2011-02-23,274.52,268.7307773785578
2011-02-24,273.565,268.94374926073584
2011-02-25,273.24,269.1091946538039
2011-02-28,271.05,269.64442435189517
2011-03-01,272.93,269.78063075470084
2011-03-02,271.465,269.9776682209797
2011-03-03,272.1,270.22444716891323
2011-03-04,271.88,270.4137167766065
2011-03-07,271.325,270.9568369987126
2011-03-08,272.65,271.0740312211097
2011-03-09,271.885,271.2414090497391
2011-03-10,273.67,271.44822081812526
2011-03-11,272.58,271.5877056697142
2011-03-14,272.215,271.92952309055
2011-03-15,274.25,271.96522002440787
2011-03-16,274.205,272.0456115751282
2011-03-17,274.055,272.1610882918302
2011-03-18,272.07,272.20608073355555
2011-03-21,271.705,272.2577602083907
2011-03-22,270.505,272.1986085888587
2011-03-23,269.185,272.1870558981539
2011-03-24,266.855,272.21459737685166
2011-03-25,266.65,272.17669346477027
2011-03-28,267.745,272.01881109318555
2011-03-29,267.96,271.90526685360686
2011-03-30,266.19,271.8479593327984
2011-03-31,265.81,271.8387348115077
2011-04-01,265.205,271.77327205996846
2011-04-04,264.955,271.58816481286044
2011-04-05,263.575,271.48346505560215
2011-04-06,264.075,271.44338338704
2011-04-07,264.255,271.45925865790707
2011-04-08,263.98,271.42616950805024
2011-04-11,265.205,271.374688145702
2011-04-12,266.665,271.3240328399487
2011-04-13,266.595,271.34131912072417
2011-04-14,267.22,271.4170019939432
2011-04-15,267.325,271.4452777636512
2011-04-18,268.175,271.57871405487793
2011-04-19,265.855,271.587319039529
2011-04-20,264.355,271.6614817354373
2011-04-21,264.225,271.7910397482349
2011-04-22,264.485,271.869648952176
2011-04-25,265.075,272.12869619913704
2011-04-26,264.655,272.169772777544
2011-04-27,264.425,272.27146579067403
2011-04-28,264.005,272.4236011946523
2011-04-29,264.275,272.51990808148935
2011-05-02,264.195,272.80466599777753
2011-05-03,265.68,272.84615786522835
2011-05-04,265.825,272.9448170181322
2011-05-05,266.205,273.0909125567148
2011-05-06,264.395,273.1786471059345
2011-05-09,264.645,273.4274705573157
2011-05-10,263.82,273.4552477137127
2011-05-11,265.465,273.5401298018181
2011-05-12,266.35,273.6728335401377
2011-05-13,268.81,273.74797416993664
2011-05-16,267.895,273.96727308546144
2011-05-17,267.665,273.98886606663297
2011-05-18,268.6,274.0697085609953
2011-05-19,267.27,274.20062209015464
2011-05-20,268.62,274.27627072546267
2011-05-23,270.39,274.51058207709445
2011-05-24,269.115,274.54133891141333
2011-05-25,270.035,274.6331566000016
2011-05-26,269.545,274.77664809820254
2011-05-27,268.215,274.8662467136118
2011-05-30,268.32,275.1481488816411
2011-05-31,266.43,275.1958404166104
2011-06-01,266.805,275.3047240384864
2011-06-02,265.685,275.4651925535883
2011-06-03,264.36,275.57148085722764
2011-06-06,265.585,275.90013856897036
2011-06-07,265.13,275.9619252370747
2011-06-08,265.655,276.0840394934853
2011-06-09,264.525,276.25684398906105
2011-06-10,265.795,276.3745675411527
2011-06-13,265.035,276.7323410541569
2011-06-14,265.03,276.80223115270036
2011-06-15,266.395,276.93172062265427
2011-06-16,268.79,277.1112085089519
2011-06-17,267.965,277.234947056617
2011-06-20,268.105,277.6066868930573
2011-06-21,267.48,277.6797200314334
2011-06-22,267.425,277.8114447560862
2011-06-23,268.97,277.9921212355283
2011-06-24,269.355,278.11583143511007
2011-06-27,268.47,278.4780677288649
2011-06-28,268.605,278.54398182586476
2011-06-29,265.53,278.66617504998413
2011-06-30,265.91,278.8346432447162
2011-07-01,264.485,278.94321521931306
2011-07-04,263.59,279.2403022713246
2011-07-05,264.98,279.277399955115
2011-07-06,264.62,279.3670984339675
2011-07-07,262.5,279.499414898532
2011-07-08,264.18,279.56827568638187
2011-07-11,267.74,279.7270983847254
2011-07-12,269.31,279.7129087033685
2011-07-13,267.605,279.7495266304053
2011-07-14,269.29,279.8275773930824
2011-07-15,269.665,279.841669616266
2011-07-18,272.63,279.8408999136618
2011-07-19,271.28,279.77787552275566
2011-07-20,268.955,279.76929133074884
2011-07-21,267.795,279.80664140987443
2011-07-22,268.335,279.7853767998113
2011-07-25,269.125,279.7182385450201
2011-07-26,267.97,279.648483555658
2011-07-27,268.755,279.64169126230325
2011-07-28,268.63,279.689668837575
2011-07-29,270.265,279.6880416744331
2011-08-01,268.705,279.73337405058254
2011-08-02,271.4,279.7180201026463
2011-08-03,271.69,279.7732277876021
2011-08-04,273.145,279.8900696007422
2011-08-05,272.42,279.9633023058899
2011-08-08,275.305,280.25880064683446
2011-08-09,272.865,280.3314628689924
2011-08-10,277.12,280.47490518112716
2011-08-11,273.85,280.6789057325285
2011-08-12,273.405,280.8369372464862
2011-08-15,269.21,281.3605198827985
2011-08-16,269.825,281.49678911987843
2011-08-17,269.635,281.69608186287047
2011-08-18,273.05,281.9474575146706
2011-08-19,272.21,282.1438317665324
2011-08-22,272.63,282.72532267797766
2011-08-23,271.27,282.8617982329912
2011-08-24,272.84,283.0521801062033
2011-08-25,272.495,283.2860503966873
2011-08-26,272.01,283.45700848610943
2011-08-29,271.9,283.9236856275877
2011-08-30,272.41,284.012542971332
2011-08-31,271.35,284.152573688337
2011-09-01,273.65,284.3345806063676
2011-09-02,275.245,284.45338268654547
2011-09-05,278.33,284.77343545228905
2011-09-06,277.36,284.82018404927044
2011-09-07,275.45,284.92295796746305
2011-09-08,277.345,285.073235013674
2011-09-09,280.31,285.16634940805153
2011-09-12,282.43,285.4418586972842
2011-09-13,284.34,285.486658409541
2011-09-14,287.305,285.59347482602885
2011-09-15,285.27,285.75326354143846
2011-09-16,284.8,285.8606898362357
2011-09-19,291.315,286.2057343641655
2011-09-20,287.74,286.27720682579746
2011-09-21,293.74,286.41067308437795
2011-09-22,292.325,286.59600404871486
2011-09-23,289.635,286.72680403702145
2011-09-26,289.56,287.11926498282963
2011-09-27,287.845,287.1962204055153
2011-09-28,291.005,287.3289440364067
2011-09-29,292.925,287.50689186329396
2011-09-30,293.34,287.6234196089318
2011-10-03,298.26,287.93185307699673
2011-10-04,297.765,287.96797180648446
2011-10-05,297.195,288.054312835031
2011-10-06,296.06,288.1810768273851
2011-10-07,296.93,288.24249060096275
2011-10-10,292.82,288.3721580999953
2011-10-11,295.02,288.347910062547
2011-10-12,289.525,288.37540682595085
2011-10-13,291.68,288.44597692145646
2011-10-14,292.535,288.4549247740856
2011-10-17,297.02,288.4590660586787
2011-10-18,296.92,288.40619145226026
2011-10-19,296.605,288.41261449349014
2011-10-20,300.485,288.46999235526243
2011-10-21,298.595,288.473787651304
2011-10-24,295.225,288.50970485783705
2011-10-25,297.875,288.4819982996333
2011-10-26,301.965,288.51990895447904
2011-10-27,297.87,288.614311968288
2011-10-28,303.245,288.6597795169387
2011-10-31,304.985,288.8385315261512
2011-11-01,308.055,288.86080349801307
2011-11-02,305.73,288.9480689892389
2011-11-03,303.445,289.09015869004537
2011-11-04,305.975,289.18066015467167
2011-11-07,306.825,289.4700853783629
2011-11-08,306.35,289.51883485730673
2011-11-09,311.03,289.62656570301186
2011-11-10,312.95,289.7828418519047
2011-11-11,310.855,289.88113396018497
2011-11-14,316.125,290.15658966284695
2011-11-15,315.47,290.1892662139377
2011-11-16,314.785,290.27603560582156
2011-11-17,308.525,290.4071051706302
2011-11-18,303.595,290.4766652103068
2011-11-21,305.525,290.6526894655617
2011-11-22,304.855,290.65054363675694
2011-11-23,310.095,290.7029922069494
2011-11-24,312.225,290.8009901292951
2011-11-25,315.73,290.83941244080955
2011-11-28,309.105,290.93922969576874
2011-11-29,309.28,290.91879347539
2011-11-30,303.06,290.95692579153155
2011-12-01,305.5,291.0446641782029
2011-12-02,303.895,291.07685557071403
2011-12-05,300.065,291.18033434139033
2011-12-06,299.85,291.1675170255808
2011-12-07,300.65,291.21575969219475
2011-12-08,305.715,291.31559646083286
2011-12-09,301.615,291.36134034107306
2011-12-12,306.395,291.5087465811057
2011-12-13,304.915,291.50991571071194
2011-12-14,305.09,291.57103081404625
2011-12-15,301.555,291.6822331869274
2011-12-16,303.83,291.737509738605
2011-12-19,302.85,291.90039057274356
2011-12-20,301.205,291.90203486074887
2011-12-21,306.76,291.9613283920232
2011-12-22,307.07,292.0685513503328
2011-12-23,307.455,292.1178950283362
2011-12-26,306.395,292.2540788488423
2011-12-27,305.635,292.24497730801136
2011-12-28,309.48,292.2932057442172
2011-12-29,310.3,292.38940554708586
2011-12-30,315.165,292.42810995446655
2012-01-02,314.815,292.53756032768473
2012-01-03,316.27,292.5219859082375
2012-01-04,320.31,292.56516324534016
2012-01-05,318.815,292.65775314815716
2012-01-06,315.23,292.6942372130881
2012-01-09,315.225,292.8038195739735
2012-01-10,310.44,292.78973015867274
2012-01-11,311.335,292.8345740060469
2012-01-12,308.215,292.9286334719456
2012-01-13,310.445,292.9659920092231
2012-01-16,312.71,293.0706389337292
2012-01-17,309.08,293.05115238884986
2012-01-18,304.695,293.0882043007522
2012-01-19,303.915,293.17185149248763
2012-01-20,303.765,293.19602503966127
2012-01-23,299.85,293.24423336432045
2012-01-24,299.375,293.20068859726234
2012-01-25,295.6,293.21149182511783
2012-01-26,295.83,293.26710167728464
2012-01-27,293.55,293.2619397556495
2012-01-30,294.92,293.22040744109523
2012-01-31,294.38,293.1486908859978
2012-02-01,290.995,293.13345428539895
2012-02-02,291.83,293.1659395863236
2012-02-03,291.085,293.1413448645662
2012-02-06,292.4,293.0709435201601
2012-02-07,289.945,293.001552912775
2012-02-08,291.735,292.995484018799
2012-02-09,291.69,293.0443462803117
2012-02-10,294.775,293.04358574441403
2012-02-13,290.66,293.08993333029315
2012-02-14,291.65,293.07401341821674
2012-02-15,292.025,293.12807580102776
2012-02-16,290.83,293.2431534395614
2012-02-17,290.02,293.31398702852226
2012-02-20,287.66,293.5986295664662
2012-02-21,286.615,293.66658786090414
2012-02-22,289.15,293.80487906771117
2012-02-23,289.475,294.00334569305136
2012-02-24,291.245,294.1555217696923
2012-02-27,290.925,294.6600449647492
2012-02-28,289.57,294.78950379055095
2012-02-29,289.0,294.98170238436586
2012-03-01,287.125,295.22560883825486
2012-03-02,289.2,295.41400094375524
2012-03-05,292.74,295.96630258404815
2012-03-06,294.85,296.09029856334524
2012-03-07,295.505,296.2661817658226
2012-03-08,292.845,296.48306459114
2012-03-09,291.985,296.6340262039361
2012-03-12,294.13,297.01683615946814
2012-03-13,291.35,297.06769185885076
2012-03-14,293.06,297.16362041877466
2012-03-15,290.915,297.29478472757285
2012-03-16,289.42,297.35538846658534
2012-03-19,288.915,297.45125845997086
2012-03-20,289.98,297.40527736586506
2012-03-21,291.82,297.4058112072467
2012-03-22,293.67,297.4441990406397
2012-03-23,293.365,297.41576556477276
2012-03-26,291.185,297.2770188491367
2012-03-27,291.41,297.16654021721575
2012-03-28,292.785,297.1105922278574
2012-03-29,294.975,297.1010277183321
2012-03-30,294.63,297.0335553675183
2012-04-02,293.975,296.83302605463865
2012-04-03,294.265,296.72035995464097
2012-04-04,296.12,296.67109371410726
2012-04-05,295.42,296.67670342126917
2012-04-06,296.465,296.6324152121902
2012-04-09,295.095,296.543310444706
2012-04-10,299.01,296.4793118481528
2012-04-11,298.485,296.4831222331536
2012-04-12,296.15,296.5453516300702
2012-04-13,297.57,296.56034412345264
2012-04-16,298.1,296.65627917321024
2012-04-17,296.135,296.65354709692735
2012-04-18,297.2,296.7171089233015
2012-04-19,296.995,296.69493665974215
2012-04-20,297.22,296.62267361007696
2012-04-23,298.635,296.43452788044675
2012-04-24,293.735,296.32835808902223
2012-04-25,287.865,296.283679931013
2012-04-26,287.6,296.29027779749384
2012-04-27,286.65,296.2418267495857
2012-04-30,286.715,296.09629346229246
2012-05-01,284.405,295.9954112054506
2012-05-02,282.905,295.95207535155913
2012-05-03,284.405,295.95646150857635
2012-05-04,286.26,295.9026787170715
2012-05-07,286.955,295.72720244659143
2012-05-08,287.28,295.61335381723376
2012-05-09,289.965,295.55639217104675
2012-05-10,289.13,295.5469736803628
2012-05-11,289.425,295.4796626012249
2012-05-14,293.28,295.26927377802997
2012-05-15,294.18,295.14679408967703
2012-05-16,296.68,295.08313515198927
2012-05-17,297.94,295.0691288831962
2012-05-18,298.4,294.99945850990315
2012-05-21,296.315,294.7957195746398
2012-05-22,299.68,294.6798912048228
2012-05-23,301.395,294.6249139589994
2012-05-24,300.375,294.62144858123924
2012-05-25,299.675,294.5639763708356
2012-05-28,298.88,294.40443958963976
2012-05-29,297.165,294.30504664499847
2012-05-30,301.49,294.2669347686449
2012-05-31,300.77,294.28052391056883
2012-06-01,305.025,294.24007046588844
2012-06-04,301.94,294.1294587643126
2012-06-05,301.83,294.0451578423724
2012-06-06,298.39,294.0213493980372
2012-06-07,295.435,294.04838913847715
2012-06-08,295.315,294.0204967891484
2012-06-11,297.34,293.9422155905736
2012-06-12,296.935,293.86698994918083
2012-06-13,296.28,293.85147365
2012-06-14,295.315,293.88606686427545
2012-06-15,292.505,293.86502806302235
2012-06-18,291.245,293.8032897642352
2012-06-19,288.25,293.732195687682
2012-06-20,286.755,293.7200314548351
2012-06-21,288.365,293.75709863395304
2012-06-22,287.84,293.737524855723
2012-06-25,287.93,293.6723561793081
2012-06-26,285.915,293.59678491369067
2012-06-27,286.575,293.5780630412401
2012-06-28,290.445,293.6062268415076
2012-06-29,286.04,293.5751383095214
2012-07-02,285.525,293.4572913508214
2012-07-03,284.895,293.3574273006017
2012-07-04,286.175,293.3108036730375
2012-07-05,286.43,293.3073931376411
2012-07-06,289.5,293.2410610643489
2012-07-09,288.165,292.996654679358
2012-07-10,288.605,292.8484757622432
2012-07-11,288.62,292.75109868451045
2012-07-12,289.915,292.6950019593454
2012-07-13,288.21,292.5746392689522
2012-07-16,287.96,292.16704677288453
2012-07-17,286.47,291.9667250079723
2012-07-18,284.4,291.81974218120354
2012-07-19,284.15,291.71745310790476
2012-07-20,286.04,291.55518404987356
2012-07-23,287.79,291.0558756153602
2012-07-24,289.805,290.83880322116596
2012-07-25,288.24,290.6830233047148
2012-07-26,283.935,290.5803609639235
2012-07-27,281.065,290.426488566287
2012-07-30,278.655,290.00635481598766
2012-07-31,281.8,289.83337255124917
2012-08-01,280.94,289.7299958987097
2012-08-02,281.105,289.6874971884028
2012-08-03,277.86,289.60084937608093
2012-08-06,275.425,289.4157882216402
2012-08-07,276.965,289.3287541423592
2012-08-08,277.0,289.3131380178635
2012-08-09,276.565,289.35894050720344
2012-08-10,277.265,289.3598416237445
2012-08-13,279.39,289.4201962005664
2012-08-14,279.025,289.4052323949176
2012-08-15,278.565,289.4550325656277
2012-08-16,277.71,289.55869802496886
2012-08-17,277.665,289.6091518399457
2012-08-20,277.155,289.76317887001886
2012-08-21,276.48,289.76028843866067
2012-08-22,277.17,289.8126358261654
2012-08-23,277.69,289.9096272928469
2012-08-24,278.28,289.9446663209265
2012-08-27,278.45,290.00718151245457
2012-08-28,281.4,289.9617623163543
